"productcategory","productname","productimageurl"
"[""Erkek Çocuk"",""Pantolon""]","Slim Gabardin Pantolon","http://akstatic.lcwaikiki.com/ProductImages/20171/4/2603734/M_20171-7Y0101Z4-JV3_A.jpg"
"[""Erkek Çocuk"",""İç Giyim ve Pijama""]","Pijama Takımı","http://akcdn3.lcwaikiki.com/ProductImages/20172/4/2815012/M_20172-7K4864Z4-FZN_A.jpg"
"[""Kız Bebek"",""Sweatshirt""]","Kız Bebek Baskılı Sweatshirt","http://akcdn3.lcwaikiki.com/ProductImages/20172/5/3149745/M_20172-7KB931Z1-FUG_A.jpg"
"[""Kadın"",""Hamile Giyim""]","Emzirme Önlüğü","http://akcdn2.lcwaikiki.com/ProductImages/20172/5/3073764/M_20172-7KA065Z1-702_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Düz İnce Hırka","http://akcdn3.lcwaikiki.com/ProductImages/20181/2/3048561/M_20181-8S3761Z8-H2T_Z.jpg"
"[""Kız Bebek"",""Tulum""]","Kız Bebek Baskılı Patikli Tulum","http://akcdn3.lcwaikiki.com/ProductImages/20172/5/2957465/M_20172-7KH442Z1-629_A.jpg"
"[""Kız Çocuk"",""Elbise""]","Pileli Dantel Detaylı Elbise","http://akcdn3.lcwaikiki.com/ProductImages/20181/4/3150035/V1/M_20181-8SI287Z4-G0C_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","İnci İşlemeli Kazak","http://akcdn3.lcwaikiki.com/ProductImages/20172/2/3160500/M_20172-7KC122Z8-D3W_A.jpg"
"[""Kız Çocuk"",""Sweatshirt""]","Aplike Detaylı Fırfırlı Sweatshirt","http://akcdn3.lcwaikiki.com/ProductImages/20181/4/3128370/M_20181-8SG079Z4-G5J_5.jpg"
"[""Mutfak"",""Masa Örtüsü""]","Dantel Masa Örtüsü","http://static.lcwaikiki.com/ProductImages/20162/6/3184985/M_20162-8SB670Z8-HVF_A.jpg"
"[""Kadın"",""İç Giyim ve Pijama""]","Dantel Detaylı Bralet Sütyen","http://akstatic.lcwaikiki.com/ProductImages/20172/2/3110553/V1/M_20172-7KA670Z8-E0N_A.jpg"
"[""Kadın"",""İç Giyim ve Pijama""]","Dantel Detaylı Tanga Külot","http://akcdn2.lcwaikiki.com/ProductImages/20172/2/3112029/M_20172-7KA694Z8-E0N_A.jpg"
"[""Kadin"",""Kadin"",""Tunik""]","Tunik - 7K8280Z8","http://akstatic.lcwaikiki.com/ProductImages/20172/2/2921328/M_20172-7K8280Z8-JKT_A.jpg"
"[""Erkek"",""Jean""]","Standart Kalıp Jean Pantolon","https://akcdn1.lcwaikiki.com/ProductImages/20181/1/2980731/M_20181-8S0794Z8-309_A.jpg"
"[""Kız Bebek"",""Ayakkabı ve Terlik""]","Kız Bebek Işıklı Spor Ayakkabı","http://akcdn2.lcwaikiki.com/ProductImages/20181/5/3051466/M_20181-8S4226Z1-J5E_A.gif"
"[""Kız Bebek"",""Takım""]","Kız Bebek Tişört ve Kadife Tayt","http://akcdn2.lcwaikiki.com/ProductImages/20172/5/2913235/M_20172-7K7341Z1-EEW_A.jpg"
"[""Erkek Bebek"",""Sweatshirt""]","Erkek Bebek Baskılı Sweatshirt","http://akcdn3.lcwaikiki.com/ProductImages/20172/5/2804463/V2/M_20172-7K3889Z1-775_A.jpg"
"[""Erkek"",""Hırka ve Kazak""]","Şal Yaka Kalın Kazak","http://akcdn3.lcwaikiki.com/ProductImages/20172/1/2744159/M_20172-7K1194Z8-J0S_A.jpg"
"[""Bebek & Çocuk"",""Battaniye""]","Bebek Battaniye","http://static.lcwaikiki.com/ProductImages/20162/10/3179434/M_20162-8SB084Z1-671_A.jpg"
"[""Kadın"",""Jean""]","Bilek Boy Mom Jean Pantolon","http://akcdn2.lcwaikiki.com/ProductImages/20181/2/3166436/M_20181-8SK582Z8-309_A.jpg"
"[""Kadın"",""Hamile Giyim""]","Omuzları ve Kol Ucu Fırfırlı Hamile Tunik","http://akstatic.lcwaikiki.com/ProductImages/20172/2/2872402/M_20172-7K6232Z8-CVL_A.jpg"
"[""Kadın"",""Tunik""]","Kareli Tunik","http://akcdn2.lcwaikiki.com/ProductImages/20172/2/3048159/M_20172-7KK249Z8-825_A.jpg"
"[""Erkek"",""Aksesuar"",""Erkek"",""Aksesuar"",""Kız Çocuk"",""Aksesuar""]","[""Desenli Soket Corap - 8SK106Z8"",""Spor Corap 2'li - 7KA794Z8"",""Desenli Soket Corap - 8SK113Z8"",""Corap 4'lu - 8S6827Z4""]","[""http://akcdn2.lcwaikiki.com/ProductImages/20181/1/3163419/S_20181-8SK106Z8-E0N_A.jpg"",""https://akcdn1.lcwaikiki.com/ProductImages/20172/1/3113250/S_20172-7KA794Z8-333_A.jpg"",""http://akcdn2.lcwaikiki.com/ProductImages/20181/1/3163461/S_20181-8SK113Z8-D7H_A.jpg"",""http://akcdn3.lcwaikiki.com/ProductImages/20181/4/3105936/S_20181-8S6827Z4-D6J_A.jpg""]"
"[""Kız Bebek"",""Hırka ve Kazak""]","Kız Bebek Triko Kazak","http://akcdn2.lcwaikiki.com/ProductImages/20172/5/2806541/M_20172-7K4061Z1-FDU_A.jpg"
"[""Kadın"",""Elbise""]","Çiçek Desenli Elbise","http://akcdn2.lcwaikiki.com/ProductImages/20172/2/2937748/M_20172-7KG871Z8-674_5.jpg"
"[""Kız Çocuk"",""Pantolon""]","Slim Gabardin Pantolon","http://akcdn2.lcwaikiki.com/ProductImages/20172/4/2704933/M_20172-7K0462Z4-HRC_A.jpg"
"[""Genç Kız"",""Sweatshirt""]","Yazı Baskılı Sweatshirt","http://akstatic.lcwaikiki.com/ProductImages/20172/3/3142904/M_20172-7KB875Z8-G0N_Z.jpg"
"[""Erkek"",""İç Giyim ve Pijama""]","Boxer 3'lü","http://akcdn2.lcwaikiki.com/ProductImages/20171/1/2845400/M_20171-7YA675Z8-GMY_A.jpg"
"[""Kadın"",""Kaban, Mont ve Trençkot""]","Kaşe Kaban","http://akstatic.lcwaikiki.com/ProductImages/20172/2/2925889/M_20172-7K8955Z8-E0N_A.jpg"
"[""Kız Bebek"",""Eşofman""]","Kız Bebek Eşofman Takımı","http://akcdn3.lcwaikiki.com/ProductImages/20172/5/2747056/M_20172-7K1283Z1-373_A.jpg"
"[""Kadın"",""Etek""]","Etek - 8SB560Z8","http://akcdn3.lcwaikiki.com/ProductImages/20181/2/3184078/S_20181-8SB560Z8-825_A.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Asimetrik Çizgili Viskon Gömlek","http://static.lcwaikiki.com/ProductImages/20181/2/3144395/M_20181-8SH677Z8-LEG_B.jpg"
"[""Erkek"",""Aksesuar""]","Eldiven","http://akstatic.lcwaikiki.com/ProductImages/20172/1/2872026/M_20172-7K6134Z8-CVL_A.jpg"
"[""Kız Bebek"",""Yenidoğan""]","Yenidoğan Hediye Seti","https://akcdn1.lcwaikiki.com/ProductImages/20181/5/3000601/M_20181-8S1200Z1-713_A.jpg"
"[""Kız Çocuk"",""Tişört, Body ve Atlet""]","Kız Baskılı Tişört","http://akstatic.lcwaikiki.com/ProductImages/20181/4/3005289/M_20181-8S1386Z4-FSR_A.jpg"
"[""Kadın"",""Ceket ve Yelek""]","Kesik Detaylı Jean Ceket","http://akcdn2.lcwaikiki.com/ProductImages/20181/2/3052059/V1/M_20181-8S4336Z8-H45_A.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Kolları Çiçek Aplikeli Bluz","http://akcdn3.lcwaikiki.com/ProductImages/20181/2/3014460/M_20181-8S1960Z8-CVL_A.jpg"
"[""Banyo"",""Havlu""]","Yüz Havlusu","http://akcdn3.lcwaikiki.com/ProductImages/20162/7/2980650/M_20162-7KH981Z8-JSK_A.jpg"
"[""Genç Kız"",""Jean""]","Bilek Boy Süper Skinny Jean Pantolon","https://akcdn1.lcwaikiki.com/ProductImages/20181/3/3154372/M_20181-8SI855Z8-327_A.jpg"
"[""Kadın"",""Spor Giyim""]","Spor Atlet","http://akcdn3.lcwaikiki.com/ProductImages/20172/2/3010795/V2/M_20172-7KI939Z8-A3U_B.jpg"
"[""Erkek"",""Kaban ve Mont""]","Deri Görünümlü Mont","http://akstatic.lcwaikiki.com/ProductImages/20172/1/2736623/V1/M_20172-7K1060Z8-CVL_5.jpg"
"[""Erkek"",""Spor Giyim""]","Eşofman Altı","https://akcdn1.lcwaikiki.com/ProductImages/20172/1/2750644/M_20172-7K1830Z8-HFK_A.jpg"
"[""Kadın"",""Tunik""]","Desenli Tunik","http://akcdn3.lcwaikiki.com/ProductImages/20172/2/2999304/M_20172-7KI317Z8-FFK_A.jpg"
"[""Kadın"",""Tunik""]","Kolları Çiçek Nakışlı Tunik","http://akcdn2.lcwaikiki.com/ProductImages/20172/2/3042311/M_20172-7KK033Z8-CVL_5.JPG"
"[""Kadın"",""Sweatshirt""]","Kadife Sweatshirt","http://akcdn3.lcwaikiki.com/ProductImages/20172/2/3048902/M_20172-7KK341Z8-CVL_5.jpg"
"[""Erkek Bebek"",""İç Giyim ve Pijama""]","Erkek Bebek Çıtçıtlı Body 2'li","http://akstatic.lcwaikiki.com/ProductImages/20172/5/2938008/M_20172-7KG945Z1-355_A.jpg"
"[""Kız Bebek"",""Aksesuar""]","Kız Bebek Pelüş Atkı Bere ve Eldiven","http://akstatic.lcwaikiki.com/ProductImages/20172/5/2759376/M_20172-7K3130Z1-FDU_A.jpg"
"[""Erkek Çocuk"",""Sweatshirt""]","Desenli Sweatshirt","http://akcdn3.lcwaikiki.com/ProductImages/20172/4/2810310/M_20172-7K4359Z4-HRF_A.jpg"
"[""Kız Bebek"",""Tişört, Body ve Atlet""]","Kız Bebek Baskılı Tişört","http://akcdn3.lcwaikiki.com/ProductImages/20181/5/3014430/M_20181-8S1950Z1-CVL_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Bisiklet Yaka Kazak","http://akcdn2.lcwaikiki.com/ProductImages/20172/2/2754606/M_20172-7K2415Z8-HKD_A.jpg"
"[""Erkek Çocuk"",""İç Giyim ve Pijama""]","Pijama Takımı","http://akcdn3.lcwaikiki.com/ProductImages/20172/4/3084369/M_20172-7KA149Z4-031_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Kolları Bağlama Detaylı Kazak","http://akstatic.lcwaikiki.com/ProductImages/20172/2/2963655/M_20172-7KH572Z8-AQO_A.jpg"
"[""Erkek Çocuk"",""Spor Giyim""]","Eşofman Altı","http://akcdn2.lcwaikiki.com/ProductImages/20162/4/2527183/M_20162-6K1121Z4-DW2_A.jpg"
"[""Kız Bebek"",""Kaban ve Mont""]","Kız Bebek İçi Kürklü Kalın Kaban","http://akcdn3.lcwaikiki.com/ProductImages/20172/5/2704738/M_20172-7K0438Z1-GV8_A.jpg"
"[""Kız Bebek"",""Yenidoğan""]","Minnie Mouse Tişört ve Tulum","http://akcdn2.lcwaikiki.com/ProductImages/20181/5/3013669/M_20181-8S1773Z1-355_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Işıltı Detaylı Kazak","http://static.lcwaikiki.com/ProductImages/20181/2/3171069/M_20181-8SA117Z8-CVL_A.jpg"
"[""Kız Çocuk"",""Elbise""]","Fırfır Detaylı Jean Elbise","http://akcdn3.lcwaikiki.com/ProductImages/20181/4/2925272/M_20181-8S0113Z4-H45_A.jpg"
"[""Kadın"",""İç Giyim ve Pijama""]","Babydoll Gecelik","http://akcdn3.lcwaikiki.com/ProductImages/20181/2/3051712/M_20181-8S4264Z8-FTE_5.jpg"
"[""Kadin"",""Kadin"",""Spor Giyim""]","Tayt - 7KJ533Z8","http://akstatic.lcwaikiki.com/ProductImages/20172/2/3024963/V1/M_20172-7KJ533Z8-760_5.jpg"
"[""Kadın"",""Aksesuar""]","Kemer","http://akcdn2.lcwaikiki.com/ProductImages/20172/2/3007689/M_20172-7KI594Z8-CT9_A.jpg"
"[""Erkek"",""Tişört ve Atlet"",""Erkek"",""Tişört ve Atlet"",""Erkek"",""Tişört ve Atlet"",""Erkek"",""Tişört ve Atlet""]","[""Tisort - 7YD237Z8"",""Tisort - 7YD237Z8"",""Tisort - 7Y0203Z8"",""Tisort - 7Y0203Z8""]","[""http://akcdn3.lcwaikiki.com/ProductImages/20171/1/2929600/S_20171-7YD237Z8-FSZ_A.jpg"",""http://akcdn3.lcwaikiki.com/ProductImages/20171/1/2929600/S_20171-7YD237Z8-GMY_A.jpg"",""http://akcdn2.lcwaikiki.com/ProductImages/20171/1/2606210/S_20171-7Y0203Z8-L8D_A.jpg"",""http://akcdn3.lcwaikiki.com/ProductImages/20171/1/2606210/S_20171-7Y0203Z8-KEH_A.jpg""]"
"[""Yatak Odası"",""Nevresim""]","Çift Kişilik Çift Taraflı Nevresim Takımı","http://akstatic.lcwaikiki.com/ProductImages/20162/9/2940910/M_20162-7KH084Z8-FTG_A.jpg"
"[""Kadin"",""Kadin"",""Tunik""]","Tunik - 7KK231Z8","http://akstatic.lcwaikiki.com/ProductImages/20172/2/3048035/M_20172-7KK231Z8-373_Z.jpg"
"[""Erkek"",""Spor Giyim""]","Yazı Baskılı Eşofman Altı","http://akstatic.lcwaikiki.com/ProductImages/20181/1/3010126/M_20181-8S1578Z8-J0F_A.jpg"
"[""Erkek"",""Hırka ve Kazak""]","Kapüşonlu Hırka","http://akstatic.lcwaikiki.com/ProductImages/20181/1/2956924/M_20181-8S0494Z8-L6T_B.jpg"
"[""Kadın"",""Ceket ve Yelek""]","Deri Görünümlü Yelek","http://static.lcwaikiki.com/ProductImages/20181/2/2964518/M_20181-8S0600Z8-CVL_A.jpg"
"[""Kız Bebek"",""Pantolon""]","Kız Bebek Desenli Harem Pantolon","http://akcdn3.lcwaikiki.com/ProductImages/20181/5/2924038/M_20181-8S0092Z1-674_A.jpg"
"[""Kız Çocuk"",""Elbise""]","Pul İşlemeli Tüllü Elbise","http://akcdn2.lcwaikiki.com/ProductImages/20181/4/3024867/M_20181-8S2258Z4-G7X_5.jpg"
"[""Kız Çocuk"",""Elbise""]","Önü Kısa Desenli Elbise","http://akcdn2.lcwaikiki.com/ProductImages/20181/4/3149654/V1/M_20181-8SI243Z4-H3S_A.jpg"
"[""Kız Bebek"",""İç Giyim ve Pijama""]","Kız Bebek Pijama Alt 2'li","https://akcdn1.lcwaikiki.com/ProductImages/20172/5/2923104/M_20172-7K8468Z1-681_A.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Yakası Çiçek Nakışlı Ekose Viskon Bluz","http://static.lcwaikiki.com/ProductImages/20181/2/3168003/M_20181-8SK874Z8-825_A.jpg"
"[""Kız Bebek"",""İç Giyim ve Pijama"",""Kadın"",""Spor Giyim""]","[""Takim - 7KG855Z1"",""Esofman Alti - 7K7392Z8""]","[""http://akcdn2.lcwaikiki.com/ProductImages/20172/5/2937658/S_20172-7KG855Z1-L0Q_A.jpg"",""https://akcdn1.lcwaikiki.com/ProductImages/20172/2/2913489/S_20172-7K7392Z8-HCZ_A.jpg""]"
"[""Kız Bebek"",""Elbise""]","Kız Bebek Tütü Elbise","http://akcdn2.lcwaikiki.com/ProductImages/20181/5/3108256/M_20181-8S7216Z1-E5X_A.jpg"
"[""Kadın"",""Kaban, Mont ve Trençkot""]","Trençkot","http://akcdn3.lcwaikiki.com/ProductImages/20181/2/3010117/V1/M_20181-8S1576Z8-ASE_5.jpg"
"[""Kadın"",""Elbise""]","Choker Yaka Çiçek Desenli Elbise","http://akcdn3.lcwaikiki.com/ProductImages/20172/2/3116749/V2/M_20172-7KB218Z8-760_5.jpg"
"[""Kız Çocuk"",""Tişört, Body ve Atlet""]","Balıkçı Yaka Tişört","http://akcdn3.lcwaikiki.com/ProductImages/20172/4/2713773/M_20172-7K0599Z4-FDU_A.jpg"
"[""Cocuk"",""Kiz Cocuk"",""Yuzme Giyim""]","Mayo - 8S6362Z4","https://akcdn1.lcwaikiki.com/ProductImages/20181/4/3094553/M_20181-8S6362Z4-HRC_A.jpg"
"[""Kadın"",""Tunik""]","Gabardin Tunik","http://akstatic.lcwaikiki.com/ProductImages/20181/2/3034028/M_20181-8S2707Z8-L5F_C.jpg"
"[""Kız Bebek"",""Eşofman""]","Kız Bebek Baskılı Harem Eşofman Altı","http://akcdn1.lcwaikiki.com/ProductImages/20181/5/3049049/V1/M_20181-8S3844Z1-671_A.jpg"
"[""Kadın"",""Jean"",""Kadın"",""Jean"",""Kadın"",""Tişört, Body ve Atlet"",""Kadın"",""Tişört, Body ve Atlet""]","[""Pantolon - 8S8443Z8"",""Pantolon - 8S8851Z8"",""Tisort - 7KA088Z8"",""Tisort - 8SJ068Z8""]","[""http://akcdn3.lcwaikiki.com/ProductImages/20181/2/3115206/S_20181-8S8443Z8-507_A.jpg"",""http://akcdn3.lcwaikiki.com/ProductImages/20181/2/3119788/S_20181-8S8851Z8-311_A.jpg"",""http://akstatic.lcwaikiki.com/ProductImages/20172/2/3073902/S_20172-7KA088Z8-031_A.jpg"",""http://akcdn3.lcwaikiki.com/ProductImages/20181/2/3156162/S_20181-8SJ068Z8-CVL_A.jpg""]"
"[""Erkek"",""Kaban ve Mont""]","Kapüşonlu Kalın Şişme Mont","https://akcdn1.lcwaikiki.com/ProductImages/20172/1/2802158/M_20172-7K3816Z8-CX2_A.jpg"
"[""Kız Bebek"",""İç Giyim ve Pijama""]","Kız Bebek Pijama Alt 2'li","http://akcdn2.lcwaikiki.com/ProductImages/20172/5/3054879/M_20172-7KK704Z1-FUT_A.jpg"
"[""Erkek"",""Ceket ve Yelek""]","Takım Elbise Ceketi","http://akcdn3.lcwaikiki.com/ProductImages/20172/1/3054375/V1/M_20172-7KK639Z8-HMQ_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Kazak","http://akcdn3.lcwaikiki.com/ProductImages/20172/2/2924054/M_20172-7K8537Z8-EVJ_A.jpg"
"[""Erkek Bebek"",""Aksesuar""]","Erkek Bebek Pamuklu Bere 2'li","http://akstatic.lcwaikiki.com/ProductImages/20181/5/3121995/M_20181-8S9230Z1-HSD_A.jpg"
"[""Erkek"",""İç Giyim ve Pijama""]","Ekose Pijama Alt","http://akstatic.lcwaikiki.com/ProductImages/20181/1/3057480/M_20181-8S5176Z8-LLC_A.jpg"
"[""Erkek"",""Kaban ve Mont""]","Kapüşonlu Kalın Kaban","http://akcdn3.lcwaikiki.com/ProductImages/20162/1/2565633/M_20162-6K5614Z8-CVL_A.jpg"
"[""Kadın"",""Pantolon""]","Paçaları Çıtçıt Detaylı Palazzo Pantolon","http://static.lcwaikiki.com/ProductImages/20181/2/3183168/M_20181-8SB404Z8-CVL_A.jpg"
"[""Kadın"",""Etek""]","Pileli Tül Etek","http://akstatic.lcwaikiki.com/ProductImages/20181/2/3196318/M_20181-8SC504Z8-CS4_A.jpg"
"[""Cocuk"",""Kiz Cocuk"",""Tisort, Body ve Atlet""]","Tisort - 8S2678Z4","http://akcdn3.lcwaikiki.com/ProductImages/20181/4/3033723/V1/M_20181-8S2678Z4-FDU_A.jpg"
"[""Kadin"",""Kadin"",""Tunik""]","Tunik - 8S2700Z8","http://akcdn3.lcwaikiki.com/ProductImages/20181/2/3033987/V1/M_20181-8S2700Z8-FKR_A.jpg"
"[""Kadin"",""Kadin"",""Aksesuar""]","Desenli Sal - 8S3540Z8","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3047561/M_20181-8S3540Z8-760_Z.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Çizgili Gömlek","http://akcdn3.lcwaikiki.com/ProductImages/20181/2/3149568/M_20181-8SI218Z8-LEG_A.jpg"
"[""Erkek"",""Kaban ve Mont""]","Hakiki Deri Mont","http://akcdn2.lcwaikiki.com/ProductImages/20172/1/3052736/M_20172-7KK584Z8-J0F_A.jpg"
"[""Kadın"",""Spor Giyim""]","Şerit Detaylı Eşofman Altı","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3182605/M_20181-8SB342Z8-CVL_5.jpg"
"[""Kadın"",""Sweatshirt""]","Kapüşonlu Fermuarlı Sweatshirt","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3096110/V2/M_20181-8S6481Z8-L8N_A.jpg"
"[""Erkek"",""Aksesuar""]","Triko Bere","https://akcdn2.lcwaikiki.com/ProductImages/20172/1/3166004/M_20172-7KC273Z8-E0N_A.jpg"
"[""Kadın"",""Tunik""]","Kapüşonlu Tunik","https://akcdn3.lcwaikiki.com/ProductImages/20172/2/2963749/V1/M_20172-7KH598Z8-HFH_5.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Dantelli Bluz","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3171580/M_20181-8SA177Z8-CVL_A.jpg"
"[""Erkek"",""Gömlek""]","Ekose Kısa Kollu Poplin Gömlek","https://akcdn1.lcwaikiki.com/ProductImages/20181/1/2929204/M_20181-8S0156Z8-813_A.jpg"
"[""Kız Bebek"",""Ceket ve Yelek""]","Kız Bebek Polar Yelek","https://akcdn2.lcwaikiki.com/ProductImages/20172/5/2891289/M_20172-7K6671Z1-GJA_A.jpg"
"[""Kız Bebek"",""Yenidoğan""]","Kız Bebek Takım 3'lü","https://akcdn3.lcwaikiki.com/ProductImages/20172/5/2963527/M_20172-7KH552Z1-HNK_A.jpg"
"[""Kadın"",""Etek""]","Ekose Pileli Etek","https://akcdn3.lcwaikiki.com/ProductImages/20182/2/3176339/M_20182-8W1423Z8-825_5.jpg"
"[""Kadın"",""Ayakkabı ve Terlik""]","Bağcıklı Spor Ayakkabı","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3121812/M_20181-8S9161Z8-J5E_A.jpg"
"[""Erkek"",""Kaban ve Mont""]","Hakiki Deri Mont","https://akcdn2.lcwaikiki.com/ProductImages/20172/1/3052736/M_20172-7KK584Z8-J0F_A.jpg"
"[""Erkek Bebek"",""Tulum""]","Yenidoğan Kadife Tulum","https://akcdn1.lcwaikiki.com/ProductImages/20172/5/3105498/M_20172-7KA487Z1-355_A.jpg"
"[""Kadın"",""Kaban, Mont ve Trençkot""]","Deri Görünümlü Mont","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3008688/M_20181-8S1509Z8-EYM_A.jpg"
"[""Erkek"",""Tişört ve Atlet""]","Polo Yaka Tişört","https://akcdn2.lcwaikiki.com/ProductImages/20181/1/2983944/M_20181-8S0911Z8-L6T_A.jpg"
"[""Kadın"",""Elbise""]","Kol Ucu Volanlı Ekose Elbise","http://static.lcwaikiki.com/ProductImages/20181/2/3178994/M_20181-8SB051Z8-825_A.jpg"
"[""Kadın"",""Pantolon""]","Çiçek Nakışlı Pantolon","https://akcdn2.lcwaikiki.com/ProductImages/20172/2/3106830/M_20172-7KA541Z8-F5H_A.jpg"
"[""Kız Bebek"",""Ayakkabı ve Terlik""]","Kız Bebek Günlük Ayakkabı","https://akstatic.lcwaikiki.com/ProductImages/20181/5/3000477/M_20181-8S1180Z1-676_A.jpg"
"[""Kadın"",""Tunik""]","Sırtı Çiçek İşlemeli Gabardin Tunik","https://akstatic.lcwaikiki.com/ProductImages/20181/2/3034025/M_20181-8S2706Z8-HPN_A.jpg"
"[""Erkek"",""Gömlek""]","Desenli Uzun Kollu Poplin Gömlek","https://akcdn3.lcwaikiki.com/ProductImages/20181/1/2956270/M_20181-8S0469Z8-674_A.jpg"
"[""Erkek"",""Hırka ve Kazak""]","Kapitone Bomber Hırka","https://akcdn2.lcwaikiki.com/ProductImages/20181/1/3122327/V1/M_20181-8S9299Z8-J2Y_5.jpg"
"[""Erkek"",""Aksesuar""]","Deri Görünümlü Cüzdan","https://akcdn3.lcwaikiki.com/ProductImages/20181/1/3013784/M_20181-8S1787Z8-CVL_A.jpg"
"[""Erkek"",""Hırka ve Kazak""]","İndigo Düz V yaka Kazak","https://akstatic.lcwaikiki.com/ProductImages/20162/1/2519672/M_20162-6K0443Z8-66V_A.jpg"
"[""Erkek"",""Gömlek""]","Ekose Uzun Kollu Poplin Gömlek","https://akcdn2.lcwaikiki.com/ProductImages/20181/1/2929334/M_20181-8S0176Z8-706_A.jpg"
"[""Erkek"",""Pantolon""]","Standart Kalıp Kargo Pantolon","https://akcdn1.lcwaikiki.com/ProductImages/20172/1/2859679/M_20172-7K5674Z8-HGG_A.jpg"
"[""Erkek"",""Aksesuar""]","Triko Bere","https://akcdn2.lcwaikiki.com/ProductImages/20172/1/3166004/M_20172-7KC273Z8-CS6_A.jpg"
"[""Erkek Çocuk"",""Ceket ve Yelek""]","Kapüşonlu Jean Ceket","https://akcdn1.lcwaikiki.com/ProductImages/20181/4/2915691/M_20181-8S0045Z4-507_A.jpg"
"[""Kadın"",""İç Giyim ve Pijama""]","Klasik Külot 3'lü","https://akcdn3.lcwaikiki.com/ProductImages/20172/2/3156224/V1/M_20172-7KC023Z8-CSD_A.jpg"
"[""Erkek"",""Kaban ve Mont""]","Kapüşonlu Kalın Parka","https://akcdn2.lcwaikiki.com/ProductImages/20172/1/2732289/M_20172-7K1007Z8-J2L_A.jpg"
"[""Erkek"",""Aksesuar""]","Cüzdan","https://akstatic.lcwaikiki.com/ProductImages/20181/1/3013786/M_20181-8S1788Z8-CSH_A.jpg"
"[""Kadın"",""Pantolon""]","Beli Lastikli Poliviskon Havuç Pantolon","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3144452/M_20181-8SH691Z8-LGS_A.jpg"
"[""Kadin"",""Kadin"",""Elbise""]","Elbise - 7KK821Z8","http://akcdn3.lcwaikiki.com/ProductImages/20172/2/3056586/V1/M_20172-7KK821Z8-760_5.jpg"
"[""Kadın"",""Elbise""]","Çiçek Desenli Şifon Elbise","https://akcdn1.lcwaikiki.com/ProductImages/20172/2/3117163/M_20172-7KB232Z8-760_A.jpg"
"[""Kız Çocuk"",""Sweatshirt""]","Hayvan Baskılı Sweatshirt","https://akstatic.lcwaikiki.com/ProductImages/20172/4/2922089/M_20172-7K8296Z4-713_A.jpg"
"[""Erkek"",""Ceket ve Yelek""]","Kapüşonlu Şişme Yelek","https://akcdn3.lcwaikiki.com/ProductImages/20172/1/2802326/M_20172-7K3849Z8-E9J_A.jpg"
"[""Kız Bebek"",""Aksesuar""]","Minnie Mouse Külotlu Çorap","https://akcdn1.lcwaikiki.com/ProductImages/20162/5/2557143/M_20162-6K4339Z1-K00_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Baskılı Tişört","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3142082/M_20181-8SH475Z8-H2T_A.jpg"
"[""Kadın"",""Pantolon""]","Çiçek Desenli Bilek Boy Slim Pantolon","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3160211/M_20181-8SJ499Z8-LQJ_A.jpg"
"[""Erkek"",""Hırka ve Kazak""]","Bisiklet Yaka Kazak","http://static.lcwaikiki.com/ProductImages/20172/1/3182700/M_20172-7KC403Z8-L8Q_A.jpg"
"[""Kadın"",""Jean""]","Twill Kemerli Jean Pantolon","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3121161/M_20181-8S9041Z8-CVL_A.jpg"
"[""Banyo"",""Bornoz""]","Kadın Bornoz","https://akcdn1.lcwaikiki.com/ProductImages/20162/7/3008081/M_20162-7KI666Z8-DDM_A.jpg"
"[""Erkek"",""Ayakkabı ve Terlik""]","Deri Görünümlü Günlük Ayakkabı","https://akcdn2.lcwaikiki.com/ProductImages/20181/1/3141287/M_20181-8SH455Z8-HUC_A.jpg"
"[""Kadın"",""Tunik""]","Tunik","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/3081599/V1/M_20181-8S5800Z8-HPM_5.jpg"
"[""Kadın"",""Tunik""]","Yarım Balıkçı Yaka Tunik","https://akcdn1.lcwaikiki.com/ProductImages/20172/2/3133378/M_20172-7KB754Z8-W3I_A.jpg"
